,race,rank_id,horse_no,actual_pound,position,head_distance,participants,blocking_1,blocking_2,blocking_3,blocking_4,blocking_5,blocking_6,temper,order,distance,narrow,ground
132,202004298,619,D188,0.675,0.25,0.145833333,0.6,0.666666667,0.666666667,0.333333333,0.416666667,0,0,0.448260073,0.416666667,0.666666667,1,1
133,202004298,619,D132,0.525,0.5,0.145833333,0.6,0.833333333,0.833333333,0.583333333,0.333333333,0,0,0.598214286,0.333333333,0.666666667,1,1
134,202004298,619,C163,0.55,0.916666667,0,0.6,0.166666667,0.25,0.166666667,0.25,0,0,0.404224744,0.25,0.666666667,1,1
135,202004298,619,B404,0.7,0.416666667,0,0.6,0.75,0.75,0.5,0.166666667,0,0,0.679695305,0.166666667,0.666666667,1,1
136,202004298,619,D057,0.5,0.75,5.6875,0.6,0.25,0.166666667,0.833333333,1,0,0,0.391369048,1,0.666666667,1,1
137,202004298,619,B317,0.35,1,1.333333333,0.6,1,1,1,0.916666667,0,0,0.549301046,0.916666667,0.666666667,1,1
138,202004298,619,C269,0.5,0.666666667,1.166666667,0.6,0.583333333,0.5,0.666666667,0.833333333,0,0,0.465972222,0.833333333,0.666666667,1,1
139,202004298,619,T369,0.5,0.083333333,0,0.6,0.416666667,0.416666667,0.25,0.083333333,0,0,0.593695055,0.083333333,0.666666667,1,1
140,202004297,618,D134,0.525,0.583333333,0.291666667,0.6,0.75,0.666666667,0.75,0,0,0,0.517570971,0.75,0.166666667,1,1
141,202004297,618,D352,0.825,0.75,0.291666667,0.6,0.916666667,0.833333333,0.666666667,0,0,0,0.625,0.666666667,0.166666667,1,1
142,202004297,618,C124,0.8,0.833333333,0.270833333,0.6,0.166666667,0.333333333,0.583333333,0,0,0,0.316456691,0.583333333,0.166666667,1,1
143,202004297,618,B469,0.275,0.333333333,0.166666667,0.6,0.083333333,0.083333333,0.5,0,0,0,0.428970798,0.5,0.166666667,1,1
144,202004297,618,C186,0.8,1,0.166666667,0.6,0.333333333,0.166666667,0.416666667,0,0,0,0.542011019,0.416666667,0.166666667,1,1
145,202004297,618,B220,0.35,0.25,0.145833333,0.6,0.416666667,0.416666667,0.333333333,0,0,0,0.419997711,0.333333333,0.166666667,1,1
146,202004297,618,B372,0.5,0.166666667,0.104166667,0.6,0.25,0.25,0.25,0,0,0,0.526296769,0.25,0.166666667,1,1
147,202004297,618,B371,0.325,0.916666667,0.104166667,0.6,1,1,0.166666667,0,0,0,0.67511728,0.166666667,0.166666667,1,1
148,202004297,618,B403,0.6,0.416666667,0.5625,0.6,0.666666667,0.75,1,0,0,0,0.515237603,1,0.166666667,1,1
149,202004297,618,D197,0.6,0.666666667,0.3125,0.6,0.583333333,0.583333333,0.916666667,0,0,0,0.443681319,0.916666667,0.166666667,1,1
150,202004297,618,B097,0.7,0.5,0.3125,0.6,0.833333333,0.916666667,0.833333333,0,0,0,0.580082418,0.833333333,0.166666667,1,1
151,202004297,618,C058,0.825,0.083333333,0,0.6,0.5,0.5,0.083333333,0,0,0,0.597037276,0.083333333,0.166666667,1,1
152,202004296,617,B336,0.625,0.25,0.25,0.6,0.5,0.583333333,0.666666667,0.75,0,0,0.548456089,0.75,0.666666667,1,1
153,202004296,617,B398,0.625,0.833333333,0.166666667,0.6,0.916666667,0.916666667,0.5,0.666666667,0,0,0.586044974,0.666666667,0.666666667,1,1
154,202004296,617,B072,0.475,0.333333333,0.125,0.6,0.583333333,0.5,0.583333333,0.583333333,0,0,0.588016646,0.583333333,0.666666667,1,1
155,202004296,617,C433,0.5,0.083333333,0.125,0.6,0.333333333,0.333333333,0.333333333,0.5,0,0,0.451020408,0.5,0.666666667,1,1
156,202004296,617,V357,0.55,1,0.125,0.6,0.083333333,0.083333333,0.083333333,0.416666667,0,0,0.576676657,0.416666667,0.666666667,1,1
157,202004296,617,C080,0.7,0.5,0.104166667,0.6,0.25,0.25,0.25,0.333333333,0,0,0.501856939,0.333333333,0.666666667,1,1
158,202004296,617,B162,0.575,0.166666667,0.104166667,0.6,0.416666667,0.416666667,0.416666667,0.25,0,0,0.589694449,0.25,0.666666667,1,1
159,202004296,617,D140,0.575,0.75,0.104166667,0.6,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0.610576923,0.166666667,0.666666667,1,1
160,202004296,617,C296,0.8,0.666666667,0.604166667,0.6,0.666666667,0.75,1,1,0,0,0.30952381,1,0.666666667,1,1
161,202004296,617,C476,0.3,0.916666667,0.458333333,0.6,1,1,0.916666667,0.916666667,0,0,0.511078316,0.916666667,0.666666667,1,1
162,202004296,617,D170,0.475,0.583333333,0.270833333,0.6,0.833333333,0.833333333,0.833333333,0.833333333,0,0,0.539583333,0.833333333,0.666666667,1,1
163,202004296,617,D321,0.475,0.416666667,0,0.6,0.75,0.666666667,0.75,0.083333333,0,0,0.833333333,0.083333333,0.666666667,1,1
